Air temperature [K],flow speed ,pressure [N],Target,DateTime
299.3,1826,25.1,0,2023-02-09 04:00:00
301.5,1370,60.1,1,2023-02-09 05:00:00
299.6,1333,70.3,1,2023-02-09 06:00:00
303.9,1626,31.4,0,2023-02-09 07:00:00
297.8,2563,12.8,1,2023-02-09 08:00:00
299.6,1641,35.8,0,2023-02-09 09:00:00
300.9,1598,35.4,0,2023-02-09 10:00:00
300.8,1642,30.3,1,2023-02-09 11:00:00
301.1,1399,58.1,1,2023-02-09 12:00:00
300.7,1322,68.6,1,2023-02-09 13:00:00
298.4,1628,34.9,0,2023-02-09 14:00:00
302.2,1375,53.6,1,2023-02-09 15:00:00
300.0,1499,35.7,0,2023-02-09 16:00:00
297.0,1404,40.7,0,2023-02-09 17:00:00
300.0,1438,47.4,1,2023-02-09 18:00:00
300.7,1314,42.4,0,2023-02-09 19:00:00
299.0,1419,48.3,0,2023-02-09 20:00:00
300.4,1402,54.3,0,2023-02-09 21:00:00
302.8,1366,49.6,1,2023-02-09 22:00:00
302.0,1307,57.7,1,2023-02-09 23:00:00
297.8,1518,40.4,0,2023-02-10 00:00:00
299.5,1390,46.5,1,2023-02-10 01:00:00
301.2,1517,39.4,0,2023-02-10 02:00:00
297.8,1573,37.9,0,2023-02-10 03:00:00
295.5,1488,40.7,0,2023-02-10 04:00:00
298.7,1268,69.3,1,2023-02-10 05:00:00
302.1,1364,50.0,0,2023-02-10 06:00:00
300.9,1460,53.4,1,2023-02-10 07:00:00
297.2,1677,26.4,0,2023-02-10 08:00:00
296.7,1451,50.7,0,2023-02-10 09:00:00
302.0,1567,36.4,0,2023-02-10 10:00:00
300.8,1311,65.3,1,2023-02-10 11:00:00
302.5,2052,18.9,0,2023-02-10 12:00:00
300.5,1655,32.1,0,2023-02-10 13:00:00
303.5,1584,32.7,0,2023-02-10 14:00:00
299.9,2008,20.4,0,2023-02-10 15:00:00
301.0,1335,59.2,1,2023-02-10 16:00:00
303.4,1306,53.5,1,2023-02-10 17:00:00
302.4,1644,37.2,0,2023-02-10 18:00:00
298.1,1354,43.3,0,2023-02-10 19:00:00
300.1,1416,49.1,1,2023-02-10 20:00:00
300.1,1616,35.2,0,2023-02-10 21:00:00
299.0,1657,32.3,0,2023-02-10 22:00:00
302.8,1305,55.0,1,2023-02-10 23:00:00
300.4,1496,31.8,0,2023-02-11 00:00:00
295.7,1387,40.1,0,2023-02-11 01:00:00
299.3,1508,35.0,0,2023-02-11 02:00:00
303.6,1518,35.7,1,2023-02-11 03:00:00
303.9,1394,51.6,0,2023-02-11 04:00:00
298.4,1375,59.9,1,2023-02-11 05:00:00
300.5,1444,49.3,0,2023-02-11 06:00:00
300.8,1379,56.1,1,2023-02-11 07:00:00
298.3,1419,38.1,1,2023-02-11 08:00:00
300.8,1450,45.0,0,2023-02-11 09:00:00
303.1,1350,45.8,1,2023-02-11 10:00:00
297.5,1443,43.5,0,2023-02-11 11:00:00
301.9,1610,30.0,1,2023-02-11 12:00:00
303.2,1307,54.4,1,2023-02-11 13:00:00
302.7,1341,48.5,1,2023-02-11 14:00:00
300.7,1467,44.3,0,2023-02-11 15:00:00
303.1,1435,40.1,0,2023-02-11 16:00:00
299.2,1594,35.8,0,2023-02-11 17:00:00
300.0,1606,33.5,0,2023-02-11 18:00:00
300.2,1448,40.1,0,2023-02-11 19:00:00
302.6,1611,39.9,0,2023-02-11 20:00:00
303.5,1365,53.9,1,2023-02-11 21:00:00
301.6,1336,65.9,1,2023-02-11 22:00:00
300.4,1376,54.3,1,2023-02-11 23:00:00
298.5,1305,58.7,0,2023-02-12 00:00:00
298.9,1510,38.0,0,2023-02-12 01:00:00
300.0,1352,49.6,1,2023-02-12 02:00:00
299.7,1399,39.9,0,2023-02-12 03:00:00
301.3,1282,68.1,1,2023-02-12 04:00:00
299.0,1484,39.6,0,2023-02-12 05:00:00
300.4,1448,39.7,0,2023-02-12 06:00:00
303.0,1348,50.7,1,2023-02-12 07:00:00
299.9,1380,54.6,1,2023-02-12 08:00:00
300.6,1555,37.9,0,2023-02-12 09:00:00
302.5,1351,44.4,1,2023-02-12 10:00:00
298.8,1595,33.1,0,2023-02-12 11:00:00
300.5,1374,48.0,1,2023-02-12 12:00:00
299.6,2728,9.1,1,2023-02-12 13:00:00
302.2,1260,70.8,1,2023-02-12 14:00:00
298.8,1461,47.9,0,2023-02-12 15:00:00
302.0,1264,61.4,1,2023-02-12 16:00:00
302.4,1369,57.4,1,2023-02-12 17:00:00
302.2,1347,48.6,1,2023-02-12 18:00:00
302.5,1325,60.0,1,2023-02-12 19:00:00
298.6,2271,16.2,1,2023-02-12 20:00:00
301.5,1276,55.6,0,2023-02-12 21:00:00
303.7,1395,53.9,0,2023-02-12 22:00:00
301.6,1355,57.8,1,2023-02-12 23:00:00
302.6,1362,54.4,1,2023-02-13 00:00:00
299.1,1450,43.0,0,2023-02-13 01:00:00
302.7,1262,68.1,1,2023-02-13 02:00:00
299.8,2119,17.5,1,2023-02-13 03:00:00
299.7,1597,32.9,0,2023-02-13 04:00:00
300.2,1438,51.5,0,2023-02-13 05:00:00
301.2,1551,41.2,0,2023-02-13 06:00:00
302.4,1313,52.6,1,2023-02-13 07:00:00
303.4,1499,39.4,0,2023-02-13 08:00:00
301.7,1404,46.3,1,2023-02-13 09:00:00
300.4,1380,63.6,1,2023-02-13 10:00:00
299.3,1651,28.0,0,2023-02-13 11:00:00
302.7,1297,60.9,1,2023-02-13 12:00:00
301.9,1455,52.5,1,2023-02-13 13:00:00
300.1,1503,42.6,0,2023-02-13 14:00:00
300.2,1365,48.9,1,2023-02-13 15:00:00
298.0,1683,32.8,0,2023-02-13 16:00:00
300.3,1437,48.6,1,2023-02-13 17:00:00
301.6,1395,46.8,0,2023-02-13 18:00:00
301.8,1341,50.5,1,2023-02-13 19:00:00
299.7,1620,37.2,0,2023-02-13 20:00:00
302.9,2508,13.0,1,2023-02-13 21:00:00
302.0,1335,58.2,1,2023-02-13 22:00:00
302.4,1452,52.3,1,2023-02-13 23:00:00
297.7,1396,53.2,1,2023-02-14 00:00:00
303.2,1336,56.9,1,2023-02-14 01:00:00
299.7,1483,41.1,0,2023-02-14 02:00:00
300.6,2515,13.1,1,2023-02-14 03:00:00
302.1,1375,53.8,1,2023-02-14 04:00:00
299.0,2053,19.7,0,2023-02-14 05:00:00
298.1,1415,46.3,0,2023-02-14 06:00:00
300.3,1374,47.9,1,2023-02-14 07:00:00
300.3,1468,44.7,0,2023-02-14 08:00:00
298.9,1481,40.7,0,2023-02-14 09:00:00
303.6,2663,11.4,1,2023-02-14 10:00:00
302.8,1473,42.6,0,2023-02-14 11:00:00
302.8,1422,46.1,0,2023-02-14 12:00:00
300.7,1284,62.1,1,2023-02-14 13:00:00
301.3,1349,48.5,1,2023-02-14 14:00:00
297.6,1360,48.6,0,2023-02-14 15:00:00
300.1,1659,31.1,0,2023-02-14 16:00:00
298.5,1412,52.2,1,2023-02-14 17:00:00
301.3,1236,63.1,1,2023-02-14 18:00:00
301.9,1657,29.1,0,2023-02-14 19:00:00
299.2,1605,31.1,0,2023-02-14 20:00:00
298.2,1403,63.8,1,2023-02-14 21:00:00
299.8,1630,32.4,0,2023-02-14 22:00:00
302.6,1647,34.2,0,2023-02-14 23:00:00
297.0,1846,27.3,0,2023-02-15 00:00:00
303.6,1358,56.7,1,2023-02-15 01:00:00
297.7,1720,29.9,0,2023-02-15 02:00:00
301.6,1379,48.0,1,2023-02-15 03:00:00
299.5,2682,11.2,1,2023-02-15 04:00:00
300.5,1589,34.9,0,2023-02-15 05:00:00
301.1,1666,27.2,0,2023-02-15 06:00:00
300.5,1345,62.7,0,2023-02-15 07:00:00
300.6,1329,61.1,1,2023-02-15 08:00:00
302.6,1328,48.3,1,2023-02-15 09:00:00
302.2,1458,45.1,0,2023-02-15 10:00:00
300.4,1364,48.5,1,2023-02-15 11:00:00
302.7,1369,47.4,1,2023-02-15 12:00:00
298.9,1580,39.1,0,2023-02-15 13:00:00
300.3,1412,44.8,0,2023-02-15 14:00:00
303.2,1352,43.5,1,2023-02-15 15:00:00
302.1,1517,37.3,1,2023-02-15 16:00:00
300.4,1589,35.5,0,2023-02-15 17:00:00
298.4,1467,42.5,0,2023-02-15 18:00:00
301.1,1387,61.3,1,2023-02-15 19:00:00
299.6,1648,33.6,0,2023-02-15 20:00:00
298.6,1509,49.2,1,2023-02-15 21:00:00
301.4,1476,39.2,0,2023-02-15 22:00:00
299.7,1352,49.7,0,2023-02-15 23:00:00
299.7,1574,36.4,0,2023-02-16 00:00:00
303.0,1286,69.4,1,2023-02-16 01:00:00
300.5,1270,67.5,1,2023-02-16 02:00:00
301.2,1437,51.2,0,2023-02-16 03:00:00
302.3,1337,67.4,1,2023-02-16 04:00:00
300.7,1364,65.3,1,2023-02-16 05:00:00
298.8,1527,36.2,0,2023-02-16 06:00:00
301.2,1354,57.3,1,2023-02-16 07:00:00
302.9,1259,70.0,1,2023-02-16 08:00:00
300.5,1285,62.5,1,2023-02-16 09:00:00
302.0,1314,51.6,1,2023-02-16 10:00:00
300.4,1366,56.1,0,2023-02-16 11:00:00
301.9,1455,46.0,0,2023-02-16 12:00:00
302.1,1357,49.9,1,2023-02-16 13:00:00
303.1,1351,53.5,1,2023-02-16 14:00:00
303.7,2130,18.1,0,2023-02-16 15:00:00
299.2,1514,41.9,0,2023-02-16 16:00:00
302.4,1905,20.9,0,2023-02-16 17:00:00
301.3,1440,45.0,1,2023-02-16 18:00:00
301.8,1395,44.6,0,2023-02-16 19:00:00
299.0,1382,58.5,0,2023-02-16 20:00:00
300.5,1743,27.6,0,2023-02-16 21:00:00
301.0,1461,40.6,0,2023-02-16 22:00:00
298.6,1386,48.6,0,2023-02-16 23:00:00
303.7,1461,50.1,0,2023-02-17 00:00:00
297.2,1678,28.1,0,2023-02-17 01:00:00
301.3,1593,30.8,0,2023-02-17 02:00:00
303.6,1395,44.1,0,2023-02-17 03:00:00
302.2,1372,46.6,1,2023-02-17 04:00:00
300.7,1523,38.2,0,2023-02-17 05:00:00
301.9,1399,53.8,1,2023-02-17 06:00:00
296.9,1440,46.3,0,2023-02-17 07:00:00
301.3,1529,41.8,0,2023-02-17 08:00:00
302.9,1351,44.6,1,2023-02-17 09:00:00
300.9,1285,62.5,1,2023-02-17 10:00:00
302.7,1274,55.6,1,2023-02-17 11:00:00
301.8,1376,55.1,1,2023-02-17 12:00:00
296.9,1385,58.6,1,2023-02-17 13:00:00
302.2,1368,61.1,1,2023-02-17 14:00:00
298.9,1371,63.6,1,2023-02-17 15:00:00
300.9,1701,30.4,0,2023-02-17 16:00:00
300.6,1500,36.7,0,2023-02-17 17:00:00
300.1,1395,45.4,1,2023-02-17 18:00:00
301.5,1591,29.6,0,2023-02-17 19:00:00
297.7,1697,32.2,0,2023-02-17 20:00:00
302.9,1334,53.5,1,2023-02-17 21:00:00
300.6,1693,29.4,1,2023-02-17 22:00:00
297.6,1595,34.3,0,2023-02-17 23:00:00
303.4,2659,11.5,1,2023-02-18 00:00:00
300.8,1477,37.3,0,2023-02-18 01:00:00
301.4,1673,27.8,0,2023-02-18 02:00:00
297.3,2270,15.5,1,2023-02-18 03:00:00
296.9,1285,52.1,0,2023-02-18 04:00:00
301.9,1641,33.2,0,2023-02-18 05:00:00
300.9,2479,13.4,1,2023-02-18 06:00:00
297.8,1650,32.2,0,2023-02-18 07:00:00
302.8,1262,69.5,1,2023-02-18 08:00:00
298.3,2885,3.8,1,2023-02-18 09:00:00
304.2,1739,28.1,0,2023-02-18 10:00:00
302.3,1337,67.7,1,2023-02-18 11:00:00
302.0,1266,63.0,1,2023-02-18 12:00:00
301.9,1354,51.7,1,2023-02-18 13:00:00
301.5,1285,62.6,1,2023-02-18 14:00:00
300.0,1558,29.7,0,2023-02-18 15:00:00
302.1,1335,57.7,1,2023-02-18 16:00:00
300.5,1445,41.5,0,2023-02-18 17:00:00
300.9,1417,40.7,0,2023-02-18 18:00:00
299.7,1781,29.6,0,2023-02-18 19:00:00
300.6,1302,62.9,0,2023-02-18 20:00:00
301.1,1311,65.5,1,2023-02-18 21:00:00
297.8,1662,30.7,0,2023-02-18 22:00:00
300.8,1732,26.9,0,2023-02-18 23:00:00
299.8,1378,50.0,1,2023-02-19 00:00:00
300.8,1378,54.0,1,2023-02-19 01:00:00
299.5,1375,61.8,1,2023-02-19 02:00:00
304.0,1685,28.2,0,2023-02-19 03:00:00
300.9,1377,53.4,1,2023-02-19 04:00:00
300.3,1547,39.7,0,2023-02-19 05:00:00
302.3,1353,51.1,1,2023-02-19 06:00:00
302.3,1365,48.4,1,2023-02-19 07:00:00
302.7,1297,60.8,1,2023-02-19 08:00:00
296.8,1474,42.4,0,2023-02-19 09:00:00
298.9,1365,50.9,0,2023-02-19 10:00:00
299.2,1367,47.6,0,2023-02-19 11:00:00
297.3,1491,40.2,0,2023-02-19 12:00:00
301.0,1298,65.7,1,2023-02-19 13:00:00
303.4,1359,56.9,1,2023-02-19 14:00:00
301.1,1526,38.3,1,2023-02-19 15:00:00
303.5,1365,54.2,1,2023-02-19 16:00:00
299.9,1639,42.1,0,2023-02-19 17:00:00
302.6,1773,27.1,0,2023-02-19 18:00:00
300.8,1634,31.9,0,2023-02-19 19:00:00
300.5,1536,36.8,1,2023-02-19 20:00:00
298.0,1430,47.3,0,2023-02-19 21:00:00
298.5,1384,54.5,1,2023-02-19 22:00:00
302.6,1473,37.3,0,2023-02-19 23:00:00
297.9,1873,25.5,1,2023-02-20 00:00:00
296.7,1258,69.0,1,2023-02-20 01:00:00
302.4,1865,23.9,0,2023-02-20 02:00:00
298.4,1401,67.6,1,2023-02-20 03:00:00
301.8,1546,43.4,0,2023-02-20 04:00:00
302.4,1363,54.3,1,2023-02-20 05:00:00
300.4,1555,38.7,0,2023-02-20 06:00:00
303.3,1343,49.5,1,2023-02-20 07:00:00
303.2,1362,52.9,1,2023-02-20 08:00:00
302.4,1358,54.6,1,2023-02-20 09:00:00
300.3,1967,21.2,1,2023-02-20 10:00:00
298.2,1423,37.9,1,2023-02-20 11:00:00
299.6,1245,64.0,0,2023-02-20 12:00:00
298.2,1399,57.4,1,2023-02-20 13:00:00
300.6,2333,14.8,1,2023-02-20 14:00:00
300.2,1442,49.2,0,2023-02-20 15:00:00
298.5,1371,54.1,1,2023-02-20 16:00:00
302.4,1346,62.1,1,2023-02-20 17:00:00
302.3,1446,48.8,1,2023-02-20 18:00:00
300.7,1417,51.3,1,2023-02-20 19:00:00
300.5,1702,33.1,0,2023-02-20 20:00:00
301.7,1397,44.6,0,2023-02-20 21:00:00
299.5,1502,34.0,1,2023-02-20 22:00:00
299.4,1417,47.3,0,2023-02-20 23:00:00
302.4,1313,52.6,1,2023-02-21 00:00:00
297.7,1488,41.0,0,2023-02-21 01:00:00
300.6,1470,43.8,0,2023-02-21 02:00:00
301.3,1368,63.7,1,2023-02-21 03:00:00
301.7,1326,48.6,1,2023-02-21 04:00:00
300.6,1407,51.1,0,2023-02-21 05:00:00
303.3,1389,53.9,0,2023-02-21 06:00:00
302.3,1455,54.4,1,2023-02-21 07:00:00
303.1,1363,46.8,1,2023-02-21 08:00:00
299.3,1496,39.4,0,2023-02-21 09:00:00
298.8,1490,40.6,0,2023-02-21 10:00:00
302.1,2517,13.0,1,2023-02-21 11:00:00
297.4,1389,39.2,0,2023-02-21 12:00:00
301.7,1441,44.6,1,2023-02-21 13:00:00
302.1,1456,54.1,1,2023-02-21 14:00:00
301.6,1440,44.8,1,2023-02-21 15:00:00
296.6,1521,38.6,0,2023-02-21 16:00:00
298.1,1404,56.2,1,2023-02-21 17:00:00
300.1,1731,30.4,0,2023-02-21 18:00:00
300.5,1487,43.0,0,2023-02-21 19:00:00
302.0,1366,65.4,1,2023-02-21 20:00:00
297.1,1763,25.7,0,2023-02-21 21:00:00
300.1,1326,46.7,1,2023-02-21 22:00:00
298.9,1539,45.4,0,2023-02-21 23:00:00
301.0,1594,31.1,0,2023-02-22 00:00:00
301.1,1498,37.6,0,2023-02-22 01:00:00
300.9,1397,42.7,0,2023-02-22 02:00:00
303.7,2662,11.4,1,2023-02-22 03:00:00
298.9,2160,17.3,1,2023-02-22 04:00:00
301.6,1355,57.8,1,2023-02-22 05:00:00
300.0,1431,47.7,0,2023-02-22 06:00:00
302.0,1378,53.1,1,2023-02-22 07:00:00
298.2,2851,5.0,1,2023-02-22 08:00:00
300.3,1969,21.0,1,2023-02-22 09:00:00
301.6,1377,53.2,1,2023-02-22 10:00:00
302.0,1377,53.8,1,2023-02-22 11:00:00
299.7,1343,60.2,1,2023-02-22 12:00:00
300.6,1651,30.2,1,2023-02-22 13:00:00
297.6,1393,40.4,0,2023-02-22 14:00:00
298.6,1282,60.8,1,2023-02-22 15:00:00
298.4,1709,27.3,1,2023-02-22 16:00:00
299.3,1523,40.9,0,2023-02-22 17:00:00
300.0,1489,40.3,0,2023-02-22 18:00:00
303.3,1300,46.1,1,2023-02-22 19:00:00
297.4,1582,35.9,0,2023-02-22 20:00:00
299.8,1299,65.3,1,2023-02-22 21:00:00
302.1,1373,49.5,1,2023-02-22 22:00:00
296.7,1579,33.4,0,2023-02-22 23:00:00
301.5,1454,39.4,0,2023-02-23 00:00:00
301.6,1255,71.6,1,2023-02-23 01:00:00
302.5,1329,50.7,1,2023-02-23 02:00:00
303.3,1359,56.9,1,2023-02-23 03:00:00
300.9,1724,25.6,0,2023-02-23 04:00:00
302.2,1360,45.2,1,2023-02-23 05:00:00
295.9,1892,21.7,0,2023-02-23 06:00:00
303.4,1376,43.0,1,2023-02-23 07:00:00
299.3,1775,24.2,0,2023-02-23 08:00:00
298.8,1450,43.4,0,2023-02-23 09:00:00
302.2,1379,49.8,1,2023-02-23 10:00:00
301.1,1379,53.0,1,2023-02-23 11:00:00
298.0,1492,38.7,0,2023-02-23 12:00:00
300.9,1671,26.8,0,2023-02-23 13:00:00
302.2,1594,36.8,0,2023-02-23 14:00:00
301.5,1891,23.2,0,2023-02-23 15:00:00
302.1,1634,30.6,0,2023-02-23 16:00:00
298.9,1572,34.1,0,2023-02-23 17:00:00
299.3,1734,30.6,0,2023-02-23 18:00:00
300.3,1404,61.7,1,2023-02-23 19:00:00
300.8,1379,60.0,1,2023-02-23 20:00:00
297.3,1601,35.7,0,2023-02-23 21:00:00
297.5,1471,37.7,0,2023-02-23 22:00:00
300.4,2051,20.1,1,2023-02-23 23:00:00
299.2,1591,36.9,1,2023-02-24 00:00:00
300.8,1298,63.5,1,2023-02-24 01:00:00
301.5,1578,34.1,0,2023-02-24 02:00:00
297.3,1431,49.7,1,2023-02-24 03:00:00
302.7,1305,55.2,1,2023-02-24 04:00:00
301.5,2755,8.2,1,2023-02-24 05:00:00
298.8,1534,37.0,0,2023-02-24 06:00:00
300.4,1667,29.9,1,2023-02-24 07:00:00
301.1,1373,47.9,1,2023-02-24 08:00:00
301.4,1578,33.0,0,2023-02-24 09:00:00
303.4,1748,28.4,0,2023-02-24 10:00:00
298.3,1312,67.2,1,2023-02-24 11:00:00
302.6,1628,34.0,1,2023-02-24 12:00:00
298.2,1345,44.3,0,2023-02-24 13:00:00
301.0,1640,37.6,0,2023-02-24 14:00:00
300.1,1265,68.1,1,2023-02-24 15:00:00
302.1,1370,52.1,1,2023-02-24 16:00:00
297.3,1401,56.8,1,2023-02-24 17:00:00
300.5,1378,54.2,1,2023-02-24 18:00:00
299.8,1805,23.7,0,2023-02-24 19:00:00
298.4,1406,65.0,1,2023-02-24 20:00:00
297.8,1498,38.1,0,2023-02-24 21:00:00
297.6,1816,28.8,0,2023-02-24 22:00:00
300.7,2724,9.2,1,2023-02-24 23:00:00
298.2,1363,50.5,1,2023-02-25 00:00:00
302.2,1348,48.4,1,2023-02-25 01:00:00
302.0,1356,58.0,1,2023-02-25 02:00:00
302.1,1374,48.5,1,2023-02-25 03:00:00
302.5,1356,55.5,1,2023-02-25 04:00:00
299.5,1378,50.2,1,2023-02-25 05:00:00
300.8,2722,9.3,1,2023-02-25 06:00:00
298.8,1439,45.2,1,2023-02-25 07:00:00
300.6,1449,42.4,0,2023-02-25 08:00:00
299.1,1437,43.1,0,2023-02-25 09:00:00
302.0,1308,57.6,1,2023-02-25 10:00:00
302.8,1366,49.1,0,2023-02-25 11:00:00
300.6,1724,28.5,1,2023-02-25 12:00:00
298.9,1654,31.1,0,2023-02-25 13:00:00
299.8,1486,38.7,1,2023-02-25 14:00:00
301.8,1644,33.4,0,2023-02-25 15:00:00
296.9,1641,33.3,0,2023-02-25 16:00:00
302.6,1215,59.6,1,2023-02-25 17:00:00
301.9,1373,48.0,1,2023-02-25 18:00:00
300.5,1453,45.1,0,2023-02-25 19:00:00
301.2,1362,50.7,0,2023-02-25 20:00:00
300.6,1416,58.9,1,2023-02-25 21:00:00
298.9,2069,18.7,0,2023-02-25 22:00:00
303.0,1335,68.3,1,2023-02-25 23:00:00
297.6,1372,56.7,1,2023-02-26 00:00:00
302.6,1369,47.1,1,2023-02-26 01:00:00
300.4,1294,64.5,1,2023-02-26 02:00:00
300.4,1286,62.4,1,2023-02-26 03:00:00
298.3,1379,43.2,0,2023-02-26 04:00:00
301.2,1479,38.2,0,2023-02-26 05:00:00
296.6,1385,62.2,1,2023-02-26 06:00:00
302.6,1358,56.8,1,2023-02-26 07:00:00
297.4,1412,45.5,0,2023-02-26 08:00:00
298.7,1408,65.4,1,2023-02-26 09:00:00
298.5,1282,60.8,1,2023-02-26 10:00:00
303.7,1366,47.3,0,2023-02-26 11:00:00
300.9,1392,44.2,0,2023-02-26 12:00:00
298.6,1387,57.6,0,2023-02-26 13:00:00
302.2,1377,47.7,1,2023-02-26 14:00:00
303.5,1482,38.5,0,2023-02-26 15:00:00
301.2,1295,58.8,1,2023-02-26 16:00:00
299.9,1969,22.1,1,2023-02-26 17:00:00
302.5,1355,55.0,1,2023-02-26 18:00:00
298.8,1507,42.3,0,2023-02-26 19:00:00
302.2,1359,49.1,1,2023-02-26 20:00:00
301.3,1365,47.7,0,2023-02-26 21:00:00
297.5,1431,49.6,1,2023-02-26 22:00:00
301.3,1509,42.5,0,2023-02-26 23:00:00
302.7,1352,52.3,1,2023-02-27 00:00:00
301.1,1809,25.1,0,2023-02-27 01:00:00
302.7,1360,47.8,0,2023-02-27 02:00:00
297.5,1453,37.6,0,2023-02-27 03:00:00
298.0,1399,60.9,1,2023-02-27 04:00:00
302.4,1358,54.6,1,2023-02-27 05:00:00
302.1,1376,46.4,1,2023-02-27 06:00:00
300.5,1764,25.9,0,2023-02-27 07:00:00
300.9,1492,37.9,1,2023-02-27 08:00:00
301.5,1308,58.0,1,2023-02-27 09:00:00
302.8,1462,39.4,0,2023-02-27 10:00:00
302.2,1451,59.3,1,2023-02-27 11:00:00
297.4,1698,29.4,0,2023-02-27 12:00:00
300.9,1460,53.5,1,2023-02-27 13:00:00
300.9,1469,43.4,0,2023-02-27 14:00:00
299.6,1399,57.7,1,2023-02-27 15:00:00
298.0,1268,69.4,1,2023-02-27 16:00:00
300.5,1367,57.9,1,2023-02-27 17:00:00
298.3,1560,36.9,0,2023-02-27 18:00:00
297.8,1362,56.1,1,2023-02-27 19:00:00
301.3,1455,44.1,0,2023-02-27 20:00:00
298.4,1335,53.5,0,2023-02-27 21:00:00
304.0,1363,62.5,1,2023-02-27 22:00:00
298.6,1818,24.9,0,2023-02-27 23:00:00
299.4,1401,59.0,0,2023-02-28 00:00:00
300.5,1564,38.2,0,2023-02-28 01:00:00
300.1,1556,38.1,0,2023-02-28 02:00:00
302.3,1486,39.6,0,2023-02-28 03:00:00
303.9,1485,43.3,0,2023-02-28 04:00:00
301.5,1488,40.2,1,2023-02-28 05:00:00
302.6,1288,68.8,1,2023-02-28 06:00:00
302.6,1532,36.1,0,2023-02-28 07:00:00
297.8,1468,40.7,1,2023-02-28 08:00:00
303.2,1341,49.1,1,2023-02-28 09:00:00
297.3,1935,19.3,0,2023-02-28 10:00:00
302.6,1345,48.0,1,2023-02-28 11:00:00
298.9,1581,30.7,0,2023-02-28 12:00:00
300.8,1546,42.3,0,2023-02-28 13:00:00
301.9,1325,62.4,1,2023-02-28 14:00:00
301.5,1481,46.8,0,2023-02-28 15:00:00
302.6,1286,68.4,1,2023-02-28 16:00:00
301.6,1355,57.8,1,2023-02-28 17:00:00
303.4,1377,41.6,1,2023-02-28 18:00:00
297.3,2718,9.6,1,2023-02-28 19:00:00
302.0,1365,62.9,1,2023-02-28 20:00:00
297.4,1340,61.2,1,2023-02-28 21:00:00
298.0,1402,65.4,1,2023-02-28 22:00:00
302.6,1360,44.6,1,2023-02-28 23:00:00
302.2,1284,68.8,1,2023-03-01 00:00:00
298.8,1477,42.4,0,2023-03-01 01:00:00
301.3,1313,55.6,0,2023-03-01 02:00:00
300.5,1528,37.0,0,2023-03-01 03:00:00
297.4,2100,16.9,0,2023-03-01 04:00:00
300.6,1455,48.0,0,2023-03-01 05:00:00
301.6,1691,30.1,0,2023-03-01 06:00:00
302.5,1374,48.1,1,2023-03-01 07:00:00
298.8,2144,15.9,1,2023-03-01 08:00:00
300.6,1376,54.4,1,2023-03-01 09:00:00
303.2,1307,54.0,1,2023-03-01 10:00:00
301.4,1337,58.6,1,2023-03-01 11:00:00
299.4,1714,27.8,1,2023-03-01 12:00:00
301.4,1639,29.8,0,2023-03-01 13:00:00
297.5,1327,52.1,0,2023-03-01 14:00:00
300.3,1742,25.9,0,2023-03-01 15:00:00
303.1,1359,44.5,1,2023-03-01 16:00:00
301.7,1618,36.7,0,2023-03-01 17:00:00
299.4,1408,64.6,1,2023-03-01 18:00:00
300.5,1984,20.3,1,2023-03-01 19:00:00
302.9,1297,61.7,1,2023-03-01 20:00:00
299.9,1447,45.9,0,2023-03-01 21:00:00
303.5,1226,63.7,1,2023-03-01 22:00:00
297.7,2027,19.8,0,2023-03-01 23:00:00
298.0,1424,46.5,0,2023-03-02 00:00:00
302.4,1426,46.6,0,2023-03-02 01:00:00
301.8,1399,51.3,1,2023-03-02 02:00:00
298.6,1359,61.2,1,2023-03-02 03:00:00
303.5,1877,22.3,0,2023-03-02 04:00:00
296.9,1840,24.6,0,2023-03-02 05:00:00
298.8,1480,38.1,0,2023-03-02 06:00:00
299.0,1431,39.9,0,2023-03-02 07:00:00
303.0,1370,47.4,1,2023-03-02 08:00:00
301.5,1587,33.8,0,2023-03-02 09:00:00
297.6,1429,43.3,1,2023-03-02 10:00:00
297.5,1729,28.1,0,2023-03-02 11:00:00
300.3,2023,19.0,1,2023-03-02 12:00:00
297.4,1420,45.8,0,2023-03-02 13:00:00
302.5,1527,36.9,1,2023-03-02 14:00:00
302.4,1356,55.8,1,2023-03-02 15:00:00
298.1,1289,48.3,0,2023-03-02 16:00:00
298.2,1566,33.8,0,2023-03-02 17:00:00
298.8,1705,27.7,1,2023-03-02 18:00:00
302.1,1357,57.9,1,2023-03-02 19:00:00
299.8,1411,49.7,0,2023-03-02 20:00:00
298.8,2098,19.0,0,2023-03-02 21:00:00
301.4,1329,45.3,1,2023-03-02 22:00:00
301.1,1310,48.8,0,2023-03-02 23:00:00
303.4,1769,27.9,0,2023-03-03 00:00:00
300.8,1384,52.9,0,2023-03-03 01:00:00
300.5,1382,46.5,0,2023-03-03 02:00:00
301.4,2638,12.0,1,2023-03-03 03:00:00
299.7,1445,62.6,1,2023-03-03 04:00:00
297.2,1493,38.4,0,2023-03-03 05:00:00
301.1,2207,16.6,0,2023-03-03 06:00:00
299.7,1690,30.6,0,2023-03-03 07:00:00
303.5,1361,46.6,1,2023-03-03 08:00:00
297.9,1284,61.1,1,2023-03-03 09:00:00
300.1,1629,31.3,0,2023-03-03 10:00:00
301.6,1457,47.8,0,2023-03-03 11:00:00
297.5,1312,50.3,0,2023-03-03 12:00:00
